no	effector	l1	l2	p.value
"5368"	"hopR"	-71.972372	-69.121314	5.702116	0.222526277270376
"5369"	"hopS"	-42.011965	-41.853539	0.316852	0.988700511383323
"5370"	"hopT"	-62.52055	-60.389082	4.262936	0.371589289240897
"5371"	"hopU"	-41.658934	-41.006931	1.304006	0.860695488570555
"5372"	"hopV"	-58.191609	-54.761089	6.86104	0.143416392915606
"5373"	"hopW"	-71.067845	-68.811729	4.512232	0.341099544153872
"5374"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"5375"	"hopY"	-37.634765	-37.601856	0.065818	0.999470233699633
"5376"	"hopZ"	-96.858463	-93.730039	6.256848	0.180770272977059
"5377"	"avrA"	-54.343394	-51.635214	5.41636	0.247179914237273
"5378"	"avrB"	-91.525608	-87.275222	8.500772	0.0748638309998457
"5379"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"5380"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"5381"	"avrPto"	-86.887975	-81.753031	10.269888	0.0361187539031744
"5382"	"avrRpm"	-80.74256	-78.979204	3.526712	0.473828367424182
"5383"	"avrRps4"	-76.409386	-73.466791	5.88519	0.207887987899264
"5384"	"avrRpt2"	-50.977588	-50.367146	1.220884	0.874648380260008
"5385"	"hopA1"	-91.697977	-90.265387	2.86518	0.580634698132551
"5386"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"5387"	"hopAB"	-86.238309	-78.599601	15.277416	0.00415910669144065
"5388"	"hopAD"	-39.664812	-39.432535	0.464554	0.976858642665818
"5389"	"hopAE"	-79.711518	-76.37775	6.667536	0.154535624714941
"5390"	"hopAF"	-100.815911	-101.60685	-1.581878	1
"5391"	"hopAG"	-66.818747	-64.633513	4.370468	0.358184076597535
"5392"	"hopAH"	-55.769689	-53.973433	3.592512	0.463951795830393
"5393"	"hopAI"	-60.369009	-58.108156	4.521706	0.339981463353827
"5394"	"hopAL"	-53.692517	-51.667575	4.049884	0.399296878547633
"5395"	"hopAM"	-52.902758	-51.786948	2.23162	0.693244670585035
"5396"	"hopAO"	-69.468744	-66.752586	5.432316	0.245743330150447
"5397"	"hopAQ"	-39.664812	-39.435721	0.458182	0.97744219128768
"5398"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"5399"	"hopAS"	-56.806437	-54.841161	3.930552	0.415486196823781
"5400"	"hopAT"	-77.775445	-75.713817	4.123256	0.3895818870779
"5401"	"hopAU"	-50.368096	-49.540052	1.656088	0.798677968821652
"5402"	"hopAV"	-67.008293	-64.47792	5.060746	0.281121176666404
"5403"	"hopAW"	-57.535763	-55.954251	3.163024	0.5309238237055
"5404"	"hopAX"	-48.062667	-47.227087	1.67116	0.795949535993294
"5405"	"hopAY"	-99.399526	-96.500845	5.797362	0.214801118498855
"5406"	"hopAZ"	-97.305653	-96.528835	1.553636	0.81709993194379
"5407"	"hopBA"	-56.758852	-55.319714	2.878276	0.578397863589007
"5408"	"hopBB"	-76.42517	-71.52769	9.79496	0.0440268827969581
"5409"	"hopBC"	-55.903204	-54.452167	2.902074	0.574344550996237
"5410"	"hopBD"	-75.964314	-72.742355	6.443918	0.168358480292072
"5411"	"hopBE"	-48.555922	-46.125405	4.861034	0.301855751028387
"5412"	"hopBF"	-84.05626	-69.132978	29.846564	5.25936802878294e-06
"5413"	"hopBG"	-39.624522	-39.187799	0.873446	0.928339127176816
"5414"	"hopBH"	-43.955988	-43.32073	1.270516	0.866357697632624
"5415"	"hopBI"	-55.395777	-54.05368	2.684194	0.611983279396644
"5416"	"hopBJ"	-35.032031	-34.956424	0.151214	0.997281854252934
"5417"	"hopBK"	-49.271546	-48.638293	1.266506	0.867032108870577
"5418"	"hopBL"	-56.57954	-54.486104	4.186872	0.381305818435702
"5419"	"hopB"	-58.450129	-57.297919	2.30442	0.679964438285608
"5420"	"hopC"	-57.268023	-55.122181	4.291684	0.367967588606858
"5421"	"hopD"	-72.281583	-69.577443	5.40828	0.247910152453333
"5422"	"hopE"	-63.300446	-62.843582	0.913728	0.922583105715908
"5423"	"hopF"	-78.609322	-74.58576	8.047124	0.0898671548640582
"5424"	"hopG"	-67.677583	-65.613641	4.127884	0.388975204980689
"5425"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"5426"	"hopI"	-47.078015	-46.267014	1.622002	0.804832362237222
"5427"	"hopK"	-39.664812	-39.438961	0.451702	0.978029248146868
"5428"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"5429"	"hopN"	-51.850712	-51.20637	1.288684	0.863292513440177
"5430"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"5431"	"hopQ"	-71.010277	-68.354749	5.311056	0.256843723813789
"5432"	"hopR"	-71.972372	-69.070974	5.802796	0.214367585219405
"5433"	"hopS"	-42.011965	-41.854091	0.315748	0.988775040253479
"5434"	"hopT"	-62.52055	-60.388498	4.264104	0.371441603164838
"5435"	"hopU"	-41.658934	-41.036601	1.244666	0.870691319047057
"5436"	"hopV"	-58.191609	-54.757002	6.869214	0.142963203292408
"5437"	"hopW"	-71.067845	-73.620226	-5.104762	1
"5438"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"5439"	"hopY"	-37.618974	-37.613179	0.01159	0.999983273716027
"5440"	"hopZ"	-96.858463	-93.730914	6.255098	0.18089016924135
"5441"	"avrA"	-54.343394	-51.554582	5.577624	0.232990060177738
"5442"	"avrB"	-91.525608	-87.201068	8.64908	0.0704949870678611
"5443"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"5444"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"5445"	"avrPto"	-86.887975	-81.715254	10.345442	0.034993909237061
"5446"	"avrRpm"	-80.74256	-78.979235	3.52665	0.473837740644545
"5447"	"avrRps4"	-76.409386	-73.466791	5.88519	0.207887987899264
"5448"	"avrRpt2"	-50.977588	-50.365881	1.223414	0.87422881614388
"5449"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"5450"	"hopAA"	-76.032166	-74.087889	3.888554	0.421298481684533
"5451"	"hopAB"	-86.238309	-78.585093	15.306432	0.00410608624390134
"5452"	"hopAD"	-39.664812	-39.431027	0.46757	0.976580280215385
"5453"	"hopAE"	-79.711518	-76.377983	6.66707	0.15456332534626
"5454"	"hopAF"	-104.844268	-101.480811	6.726914	0.151042750415562
"5455"	"hopAG"	-66.818747	-64.587344	4.462806	0.346980536373996
"5456"	"hopAH"	-55.769689	-53.922059	3.69526	0.448815705650786
"5457"	"hopAI"	-60.369009	-58.108162	4.521694	0.339982877675903
"5458"	"hopAL"	-53.692517	-51.63827	4.108494	0.39152186377724
"5459"	"hopAM"	-52.902758	-51.819697	2.166122	0.705236160052827
"5460"	"hopAO"	-69.468744	-66.758581	5.420326	0.246822163120531
"5461"	"hopAQ"	-39.664812	-39.428942	0.47174	0.976193138352844
"5462"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"5463"	"hopAS"	-56.806437	-54.916409	3.780056	0.436589532869694
"5464"	"hopAT"	-77.775445	-75.760719	4.029452	0.402034628755897
"5465"	"hopAU"	-50.368019	-49.537997	1.660044	0.797962231690504
"5466"	"hopAV"	-67.008293	-64.477862	5.060862	0.281109490343284
"5467"	"hopAW"	-57.535763	-55.974904	3.121718	0.537666794958382
"5468"	"hopAX"	-48.062667	-47.243864	1.637606	0.802017855543544
"5469"	"hopAY"	-99.399526	-96.500796	5.79746	0.214793293065966
"5470"	"hopAZ"	-97.305653	-96.128472	2.354362	0.67089000711825
"5471"	"hopBA"	-56.758852	-55.319764	2.878176	0.578414927008428
"5472"	"hopBB"	-76.42517	-71.480966	9.888408	0.0423499781911793
"5473"	"hopBC"	-55.903204	-54.450844	2.90472	0.573894800540211
"5474"	"hopBD"	-75.964314	-72.733667	6.461294	0.167245570679612
"5475"	"hopBE"	-48.555762	-46.061614	4.988296	0.288500508388605
"5476"	"hopBF"	-84.05626	-69.104147	29.904226	5.11915227938202e-06
"5477"	"hopBG"	-39.624522	-39.17428	0.900484	0.924491371879129
"5478"	"hopBH"	-43.955988	-43.325764	1.260448	0.868049471343836
"5479"	"hopBI"	-55.395777	-54.064948	2.661658	0.615940444141752
"5480"	"hopBJ"	-35.009144	-34.982637	0.053014	0.999654836325138
"5481"	"hopBK"	-49.271546	-48.602278	1.338536	0.854804241973265
"5482"	"hopBL"	-56.57954	-54.579122	4.000836	0.405892721236213
"5483"	"hopB"	-58.450129	-57.281833	2.336592	0.674115111297783
"5484"	"hopC"	-57.268023	-55.118432	4.299182	0.367027538535065
"5485"	"hopD"	-72.281583	-69.525109	5.512948	0.23859368214297
"5486"	"hopE"	-63.300446	-62.992236	0.61642	0.961221690421233
"5487"	"hopF"	-78.609322	-74.585762	8.04712	0.0898672988202157
"5488"	"hopG"	-67.677583	-65.597019	4.161128	0.384638516900293
"5489"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"5490"	"hopI"	-46.891243	-46.26114	1.260206	0.868090074714109
"5491"	"hopK"	-39.664812	-39.431307	0.46701	0.976632069961016
"5492"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"5493"	"hopN"	-51.850712	-51.206233	1.288958	0.863246166693898
"5494"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"5495"	"hopQ"	-71.010277	-68.372283	5.275988	0.260133174583901
"5496"	"hopR"	-71.972372	-69.089072	5.7666	0.217269949343671
"5497"	"hopS"	-42.011965	-41.85362	0.31669	0.988711461392642
"5498"	"hopT"	-62.52055	-60.385872	4.269356	0.370778087396978
"5499"	"hopU"	-41.658934	-41.038399	1.24107	0.871291523497467
"5500"	"hopV"	-58.191609	-54.784855	6.813508	0.14607784185214
"5501"	"hopW"	-71.067845	-68.723869	4.687952	0.320839114690283
"5502"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"5503"	"hopY"	-37.651108	-37.649033	0.00415	0.999997850163241
"5504"	"hopZ"	-96.858463	-93.72883	6.259266	0.180604727996197
"5505"	"avrA"	-54.343394	-51.530641	5.625506	0.228915692184766
"5506"	"avrB"	-91.525608	-87.175251	8.700714	0.0690314064260491
"5507"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"5508"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"5509"	"avrPto"	-86.887975	-81.418141	10.939668	0.027250496204636
"5510"	"avrRpm"	-80.74256	-78.978988	3.527144	0.473763060735312
"5511"	"avrRps4"	-76.409386	-73.466802	5.885168	0.207889694657408
"5512"	"avrRpt2"	-50.977588	-50.370279	1.214618	0.875686045379596
"5513"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"5514"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"5515"	"hopAB"	-86.238309	-78.500556	15.475506	0.00381009964284299
"5516"	"hopAD"	-39.664812	-39.434149	0.461326	0.977155038256195
"5517"	"hopAE"	-79.711518	-76.378116	6.666804	0.1545791393203
"5518"	"hopAF"	-100.815911	-101.373962	-1.116102	1
"5519"	"hopAG"	-66.818747	-64.504104	4.629286	0.327491534050282
"5520"	"hopAH"	-55.769689	-53.943225	3.652928	0.455009245913818
"5521"	"hopAI"	-60.369009	-58.108159	4.5217	0.339982170514273
"5522"	"hopAL"	-53.692517	-51.726327	3.93238	0.415234566063858
"5523"	"hopAM"	-52.902758	-51.785137	2.235242	0.692582640740467
"5524"	"hopAO"	-69.468744	-66.71398	5.509528	0.23889322927753
"5525"	"hopAQ"	-39.664812	-39.431725	0.466174	0.976709296111151
"5526"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"5527"	"hopAS"	-56.806437	-54.927256	3.758362	0.439694495650438
"5528"	"hopAT"	-77.775445	-75.749373	4.052144	0.398994921146381
"5529"	"hopAU"	-50.368831	-49.57029	1.597082	0.809316496250827
"5530"	"hopAV"	-67.008293	-64.47788	5.060826	0.281113117089348
"5531"	"hopAW"	-57.535763	-55.947897	3.175732	0.528859540049231
"5532"	"hopAX"	-48.062667	-47.240629	1.644076	0.800849415531944
"5533"	"hopAY"	-99.399526	-96.500768	5.797516	0.214788821502796
"5534"	"hopAZ"	-97.305653	-96.445126	1.721054	0.786889679377123
"5535"	"hopBA"	-56.758852	-55.319136	2.879432	0.578200629364183
"5536"	"hopBB"	-76.42517	-71.525016	9.800308	0.0439292212712313
"5537"	"hopBC"	-55.903204	-54.450796	2.904816	0.573878486544775
"5538"	"hopBD"	-75.964314	-72.691221	6.546186	0.161903454868206
"5539"	"hopBE"	-48.567901	-46.090834	4.954134	0.292036093149915
"5540"	"hopBF"	-84.05626	-69.084244	29.944032	5.02453417883001e-06
"5541"	"hopBG"	-39.624522	-39.202859	0.843326	0.932547037049415
"5542"	"hopBH"	-43.955988	-43.32396	1.264056	0.867443770835536
"5543"	"hopBI"	-55.395777	-54.08936	2.612834	0.624551328219045
"5544"	"hopBJ"	-35.013949	-34.88628	0.255338	0.992511847263809
"5545"	"hopBK"	-49.271546	-48.634399	1.274294	0.8657215938828
"5546"	"hopBL"	-56.57954	-54.633427	3.892226	0.420787919829253
"5547"	"hopB"	-58.450129	-57.284132	2.331994	0.674950289191562
"5548"	"hopC"	-57.268023	-55.122704	4.290638	0.368098878934168
"5549"	"hopD"	-72.281583	-69.554886	5.453394	0.243856660948014
"5550"	"hopE"	-63.300446	-62.992235	0.616422	0.961221463960291
"5551"	"hopF"	-78.609322	-74.585767	8.04711	0.0898676587115557
"5552"	"hopG"	-67.677583	-65.599348	4.15647	0.385243907536059
"5553"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"5554"	"hopI"	-47.078015	-46.263394	1.629242	0.803527097923467
"5555"	"hopK"	-39.664812	-39.429091	0.471442	0.97622089181026
"5556"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"5557"	"hopN"	-51.850712	-51.206195	1.289034	0.863233310771402
"5558"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"5559"	"hopQ"	-71.010277	-68.407808	5.204938	0.266908451866847
"5560"	"hopR"	-71.972372	-69.151029	5.642686	0.227469055758292
"5561"	"hopS"	-42.011965	-41.853683	0.316564	0.988719974807942
"5562"	"hopT"	-62.52055	-60.387258	4.266584	0.371128174961863
"5563"	"hopU"	-41.658934	-41.027094	1.26368	0.867506922401055
"5564"	"hopV"	-58.191609	-54.775456	6.832306	0.145019937663519
"5565"	"hopW"	-71.067845	-69.279013	3.577664	0.466168030297216
"5566"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"5567"	"hopY"	-37.627203	-37.57107	0.112266	0.998482277230992
"5568"	"hopZ"	-96.858463	-93.725274	6.266378	0.180118603629997
"5569"	"avrA"	-54.343394	-51.651131	5.384526	0.25006773675646
"5570"	"avrB"	-91.525608	-87.215651	8.619914	0.0713346380262973
"5571"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"5572"	"avrE1"	-56.804156	-56.394301	0.81971	0.935786302582837
"5573"	"avrPto"	-86.887975	-81.552575	10.6708	0.0305238465444291
"5574"	"avrRpm"	-80.74256	-78.981687	3.521746	0.474579530489571
"5575"	"avrRps4"	-76.409386	-73.466828	5.885116	0.20789372886229
"5576"	"avrRpt2"	-50.977588	-50.377254	1.200668	0.877988623658694
"5577"	"hopA1"	-91.697977	-90.265387	2.86518	0.580634698132551
"5578"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"5579"	"hopAB"	-86.238309	-78.557559	15.3615	0.00400728201375862
"5580"	"hopAD"	-39.664812	-39.434767	0.46009	0.977268107036898
"5581"	"hopAE"	-79.711518	-76.377644	6.667748	0.154523024206219
"5582"	"hopAF"	-100.815911	-101.34176	-1.051698	1
"5583"	"hopAG"	-66.818747	-64.581751	4.473992	0.345642504945181
"5584"	"hopAH"	-55.769689	-53.974093	3.591192	0.464148526296453
"5585"	"hopAI"	-60.369009	-58.151809	4.4344	0.350396964136226
"5586"	"hopAL"	-53.692517	-51.697973	3.989088	0.407484642641533
"5587"	"hopAM"	-52.902758	-51.810954	2.183608	0.702031398720077
"5588"	"hopAO"	-69.468744	-66.749195	5.439098	0.245134907868826
"5589"	"hopAQ"	-39.664812	-39.438574	0.452476	0.977959467497083
"5590"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"5591"	"hopAS"	-56.806437	-54.930247	3.75238	0.440553451424877
"5592"	"hopAT"	-77.775445	-75.76298	4.02493	0.402642454906
"5593"	"hopAU"	-50.368354	-49.548661	1.639386	0.801696481727196
"5594"	"hopAV"	-67.008293	-64.478501	5.059584	0.28123826400859
"5595"	"hopAW"	-57.535763	-55.963105	3.145316	0.533808352810267
"5596"	"hopAX"	-48.062667	-47.247033	1.631268	0.803161646558542
"5597"	"hopAY"	-99.399526	-96.516606	5.76584	0.217331258599704
"5598"	"hopAZ"	-97.305653	-96.360148	1.89101	0.755796275078603
"5599"	"hopBA"	-56.758852	-55.319456	2.878792	0.578309820482602
"5600"	"hopBB"	-76.42517	-71.5261	9.79814	0.0439687867594752
"5601"	"hopBC"	-55.903204	-54.449901	2.906606	0.573574343194892
"5602"	"hopBD"	-75.964314	-72.75445	6.419728	0.169918960783173
"5603"	"hopBE"	-48.559676	-46.078815	4.961722	0.291247655761475
"5604"	"hopBF"	-84.05626	-69.123477	29.865566	5.21274385335096e-06
"5605"	"hopBG"	-39.624522	-39.206244	0.836556	0.93348112077941
"5606"	"hopBH"	-43.955988	-43.307239	1.297498	0.86179988997358
"5607"	"hopBI"	-55.395777	-54.049776	2.692002	0.610614883660204
"5608"	"hopBJ"	-35.097737	-34.978885	0.237704	0.993472556556505
"5609"	"hopBK"	-49.271546	-48.633821	1.27545	0.865526820559114
"5610"	"hopBL"	-56.57954	-54.700263	3.758554	0.43966694624986
"5611"	"hopB"	-58.450129	-57.292897	2.314464	0.678136908432788
"5612"	"hopC"	-57.268023	-55.119798	4.29645	0.367369840693655
"5613"	"hopD"	-72.281583	-69.562402	5.438362	0.245200872343648
"5614"	"hopE"	-63.300446	-62.840481	0.91993	0.921684285898001
"5615"	"hopF"	-78.609322	-74.585763	8.047118	0.0898673707983755
"5616"	"hopG"	-67.677583	-65.605297	4.144572	0.386793588964322
"5617"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"5618"	"hopI"	-46.891243	-45.93255	1.917386	0.750950466643309
"5619"	"hopK"	-39.664812	-39.431268	0.467088	0.976624859240614
"5620"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"5621"	"hopN"	-51.850712	-51.206241	1.288942	0.863248873169559
"5622"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"5623"	"hopQ"	-71.010277	-68.370075	5.280404	0.25971696803505
"5624"	"hopR"	-71.972372	-69.121677	5.70139	0.222586086071538
"5625"	"hopS"	-42.011965	-41.853844	0.316242	0.988741718356823
"5626"	"hopT"	-62.52055	-60.385792	4.269516	0.370757888193167
"5627"	"hopU"	-41.658934	-41.042713	1.232442	0.872728915636847
"5628"	"hopV"	-58.191609	-54.760603	6.862012	0.143362433709779
"5629"	"hopW"	-71.067845	-68.786946	4.561798	0.335282596945671
"5630"	"hopX"	-105.17302	-104.577067	1.191906	0.879429435952242
"5631"	"hopY"	-37.618111	-37.599789	0.036644	0.999834188345554
"5632"	"hopZ"	-96.858463	-93.732768	6.25139	0.181144448215129
"5633"	"avrA"	-54.343394	-51.699523	5.287742	0.259026625375784
"5634"	"avrB"	-91.525608	-87.177444	8.696328	0.0691546017613179
"5635"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"5636"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"5637"	"avrPto"	-86.887975	-81.381175	11.0136	0.0264115935372376
"5638"	"avrRpm"	-80.74256	-78.979187	3.526746	0.473823227324483
"5639"	"avrRps4"	-76.409386	-73.466799	5.885174	0.207889229176685
"5640"	"avrRpt2"	-50.977588	-50.367791	1.219594	0.874862177980775
"5641"	"hopA1"	-91.697977	-90.265387	2.86518	0.580634698132551
"5642"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"5643"	"hopAB"	-86.238309	-78.578774	15.31907	0.00408320126675767
"5644"	"hopAD"	-39.664812	-39.43352	0.462584	0.977039717358786
"5645"	"hopAE"	-79.711518	-76.377638	6.66776	0.154522310997836
"5646"	"hopAF"	-104.844268	-101.628862	6.430812	0.169202325040936
"5647"	"hopAG"	-66.818747	-64.641826	4.353842	0.36023145943803
"5648"	"hopAH"	-55.769689	-53.929378	3.680622	0.450950614911478
"5649"	"hopAI"	-60.369009	-58.108158	4.521702	0.339981934793993
"5650"	"hopAL"	-53.692517	-51.344724	4.695586	0.319981634430139
"5651"	"hopAM"	-52.902758	-51.802545	2.200426	0.698951284826641
"5652"	"hopAO"	-69.468744	-66.740233	5.457022	0.243533190022414
"5653"	"hopAQ"	-39.664812	-39.431374	0.466876	0.976644455453825
"5654"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"5655"	"hopAS"	-56.806437	-54.916332	3.78021	0.436567548077829
"5656"	"hopAT"	-77.775445	-75.74978	4.05133	0.399103659349067
"5657"	"hopAU"	-50.369104	-49.549672	1.638864	0.801790733844
"5658"	"hopAV"	-67.008293	-64.478148	5.06029	0.281167119978852
"5659"	"hopAW"	-57.535763	-55.974207	3.123112	0.53743840889319
"5660"	"hopAX"	-48.062667	-47.240224	1.644886	0.8007030767717
"5661"	"hopAY"	-99.399526	-96.539151	5.72075	0.220996001368567
"5662"	"hopAZ"	-97.305653	-96.336552	1.938202	0.74712415220248
"5663"	"hopBA"	-56.758852	-55.319249	2.879206	0.578239186259305
"5664"	"hopBB"	-76.42517	-71.542954	9.764432	0.0445883600992988
"5665"	"hopBC"	-55.903204	-54.448182	2.910044	0.572990422257378
"5666"	"hopBD"	-75.964314	-72.688918	6.550792	0.161618078002867
"5667"	"hopBE"	-48.55785	-46.033232	5.049236	0.282282781727031
"5668"	"hopBF"	-84.05626	-69.122455	29.86761	5.20775317768671e-06
"5669"	"hopBG"	-39.624522	-39.21135	0.826344	0.934881798049567
"5670"	"hopBH"	-43.955988	-43.324897	1.262182	0.86775845219873
"5671"	"hopBI"	-55.395777	-54.062254	2.667046	0.614993329729939
"5672"	"hopBJ"	-35.008167	-34.973408	0.069518	0.999409723643635
"5673"	"hopBK"	-49.271546	-48.615816	1.31146	0.859428194654781
"5674"	"hopBL"	-56.57954	-54.647593	3.863894	0.424739052589029
"5675"	"hopB"	-58.450129	-57.283581	2.333096	0.674750097559982
"5676"	"hopC"	-57.268023	-55.125302	4.285442	0.368751606466942
"5677"	"hopD"	-72.281583	-69.53515	5.492866	0.240357275972514
"5678"	"hopE"	-63.300446	-62.783427	1.034038	0.904591539267097
"5679"	"hopF"	-78.609322	-74.585764	8.047116	0.0898674427765894
"5680"	"hopG"	-67.677583	-65.609376	4.136414	0.387858906666066
"5681"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"5682"	"hopI"	-47.078015	-45.932447	2.291136	0.682383351004916
"5683"	"hopK"	-39.664812	-39.436598	0.456428	0.977601732512063
"5684"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"5685"	"hopN"	-51.850712	-51.206321	1.288782	0.863275937269171
"5686"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"5687"	"hopQ"	-71.010277	-68.337583	5.345388	0.25365795653966
"5688"	"hopR"	-71.972372	-69.069112	5.80652	0.214070923938134
"5689"	"hopS"	-42.011965	-41.854538	0.314854	0.988835231881662
"5690"	"hopT"	-62.52055	-60.387294	4.266512	0.371137271581056
"5691"	"hopU"	-41.658934	-41.04102	1.235828	0.872165277325556
"5692"	"hopV"	-58.191609	-54.763847	6.855524	0.143722957970257
"5693"	"hopW"	-71.067845	-68.722041	4.691608	0.320428224391893
"5694"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"5695"	"hopY"	-37.619182	-37.580665	0.077034	0.999276995457962
"5696"	"hopZ"	-96.858463	-93.730869	6.255188	0.180884001406784
"5697"	"avrA"	-54.343394	-51.575521	5.535746	0.236605200217737
"5698"	"avrB"	-91.525608	-87.142309	8.766598	0.0672056729089063
"5699"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"5700"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"5701"	"avrPto"	-86.887975	-81.547538	10.680874	0.0303946307425063
"5702"	"avrRpm"	-80.74256	-78.986321	3.512478	0.475983575439782
"5703"	"avrRps4"	-76.409386	-73.466798	5.885176	0.207889074016649
"5704"	"avrRpt2"	-50.977588	-50.367956	1.219264	0.874916856258124
"5705"	"hopA1"	-91.697977	-90.265389	2.865176	0.580635382022325
"5706"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"5707"	"hopAB"	-86.238309	-78.593486	15.289646	0.00413667747619124
"5708"	"hopAD"	-39.664812	-39.430724	0.468176	0.976524182745655
"5709"	"hopAE"	-79.711518	-76.377766	6.667504	0.154537526759742
"5710"	"hopAF"	-100.815911	-101.148955	-0.666088	1
"5711"	"hopAG"	-66.818747	-64.483182	4.67113	0.322735260204072
"5712"	"hopAH"	-55.769689	-53.851155	3.837068	0.428505131900248
"5713"	"hopAI"	-60.369009	-58.108158	4.521702	0.339981934793993
"5714"	"hopAL"	-53.692517	-51.406842	4.57135	0.334170850041857
"5715"	"hopAM"	-52.902758	-51.772606	2.260304	0.688005352472559
"5716"	"hopAO"	-69.468744	-66.714633	5.508222	0.239007703868069
"5717"	"hopAQ"	-39.664812	-39.429232	0.47116	0.976247142804926
"5718"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"5719"	"hopAS"	-56.806437	-54.876632	3.85961	0.42533885064796
"5720"	"hopAT"	-77.775445	-75.758306	4.034278	0.401386703440917
"5721"	"hopAU"	-50.368068	-49.513383	1.70937	0.789014855791112
"5722"	"hopAV"	-67.008293	-64.477862	5.060862	0.281109490343284
"5723"	"hopAW"	-57.535763	-55.956025	3.159476	0.53150102292029
"5724"	"hopAX"	-48.062667	-47.243808	1.637718	0.801997636131709
"5725"	"hopAY"	-99.399526	-96.502527	5.793998	0.215069890787081
"5726"	"hopAZ"	-97.305653	-96.3971	1.817106	0.769351261578623
"5727"	"hopBA"	-56.758852	-55.319423	2.878858	0.578298559655153
"5728"	"hopBB"	-76.42517	-71.492763	9.864814	0.0427674933061894
"5729"	"hopBC"	-55.903204	-54.44796	2.910488	0.57291503474172
"5730"	"hopBD"	-75.964314	-72.698823	6.530982	0.162848704480044
"5731"	"hopBE"	-48.558806	-46.103874	4.909864	0.296671674539921
"5732"	"hopBF"	-84.05626	-69.156861	29.798798	5.37841041023264e-06
"5733"	"hopBG"	-39.624522	-39.164944	0.919156	0.921796636855389
"5734"	"hopBH"	-43.955988	-43.32307	1.265836	0.867144714896094
"5735"	"hopBI"	-55.395777	-54.070736	2.650082	0.617977440208611
"5736"	"hopBJ"	-35.02138	-34.985534	0.071692	0.999372680986238
"5737"	"hopBK"	-49.271546	-48.632567	1.277958	0.865104030324078
"5738"	"hopBL"	-56.57954	-54.563442	4.032196	0.401666130326346
"5739"	"hopB"	-58.450129	-57.276409	2.34744	0.672145788750069
"5740"	"hopC"	-57.268023	-55.134648	4.26675	0.371107202863862
"5741"	"hopD"	-72.281583	-69.551461	5.460244	0.243246229365161
"5742"	"hopE"	-63.300446	-62.780939	1.039014	0.903823609505368
"5743"	"hopF"	-78.609322	-74.58576	8.047124	0.0898671548640582
"5744"	"hopG"	-67.677583	-65.59532	4.164526	0.384197347532091
"5745"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"5746"	"hopI"	-47.078015	-46.26424	1.62755	0.803832237596716
